target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,12,102,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,406.03312989999995,406.03312989999995,406.03312989999995,406.03312989999995,407.0227314000001,407.05258230000004,j,j,1,0.879316499999959,407.9172138000001,407.9172138000001,407.9172138000001,407.9172138000001,407.9172138000001,407.9172138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,13,103,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,407.9172138000001,407.9172138000001,407.9172138000001,407.9172138000001,408.90854890000014,408.93997979999995,j,j,1,0.837656799999877,409.76132970000003,409.76132970000003,409.76132970000003,409.76132970000003,409.76132970000003,409.76132970000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,14,104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,409.76132970000003,409.76132970000003,409.76132970000003,409.76132970000003,410.74563690000014,410.7774247,j,j,1,0.8537662999999611,411.6105557000001,411.6105557000001,411.6105557000001,411.6105557000001,411.6105557000001,411.6105557000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,15,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,411.6105557000001,411.6105557000001,411.6105557000001,411.6105557000001,412.60739090000015,412.63984060000007,j,j,1,0.7049561000001177,413.31843200000003,413.31843200000003,413.31843200000003,413.31843200000003,413.31843200000003,413.31843200000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,16,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,413.31843200000003,413.31843200000003,413.31843200000003,413.31843200000003,414.29681400000004,414.35909590000006,l,l,1,0.9391402999999627,415.2709823,415.2709823,415.2709823,415.2709823,415.2709823,415.2709823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,17,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,415.2709823,415.2709823,415.2709823,415.2709823,416.2418606000001,416.3087034,k,k,1,0.8967812999999296,417.16691579999997,417.16691579999997,417.16691579999997,417.16691579999997,417.16691579999997,417.16691579999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,417.16691579999997,417.16691579999997,417.16691579999997,417.16691579999997,418.1484805,418.2106933,j,,0,0.974349600000096,419.11970610000003,419.11970610000003,419.11970610000003,420.16285770000013,420.16285770000013,420.16285770000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,1,109,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,420.16285770000013,420.16285770000013,420.16285770000013,420.16285770000013,421.1361661000001,421.19578,j,j,1,0.9581328000001577,422.1283443,422.1283443,422.1283443,422.1283443,422.1283443,422.1283443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,2,110,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,422.1283443,422.1283443,422.1283443,422.1283443,423.1154243000001,423.14671079999994,k,k,1,0.7965205000000424,423.92344320000007,423.92344320000007,423.92344320000007,423.92344320000007,423.92344320000007,423.92344320000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,3,111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,423.92344320000007,423.92344320000007,423.92344320000007,423.92344320000007,424.8985417000001,424.9596302,j,j,1,0.8491753999999219,425.7701145000001,425.7701145000001,425.7701145000001,425.7701145000001,425.7701145000001,425.7701145000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,4,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,425.7701145000001,425.7701145000001,425.7701145000001,425.7701145000001,426.75751850000006,426.78807570000004,k,k,1,0.9061537999998563,427.692599,427.692599,427.692599,427.692599,427.692599,427.692599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,5,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,427.692599,427.692599,427.692599,427.692599,428.6717191,428.73379550000004,j,j,1,0.8892207000001235,429.58220440000014,429.58220440000014,429.58220440000014,429.58220440000014,429.58220440000014,429.58220440000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,6,114,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,429.58220440000014,429.58220440000014,429.58220440000014,429.58220440000014,430.5780462,430.6089313,l,l,1,0.9135884999998325,431.49468290000004,431.49468290000004,431.49468290000004,431.49468290000004,431.49468290000004,431.49468290000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,7,115,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,431.49468290000004,431.49468290000004,431.49468290000004,431.49468290000004,432.49518379999995,432.5244491000001,l,l,1,0.773620499999879,433.27769250000006,433.27769250000006,433.27769250000006,433.27769250000006,433.27769250000006,433.27769250000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,8,116,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,433.27769250000006,433.27769250000006,433.27769250000006,433.27769250000006,434.27021030000014,434.30015920000005,k,k,1,0.9828179000001,435.25825110000005,435.25825110000005,435.25825110000005,435.25825110000005,435.25825110000005,435.25825110000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,9,117,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,435.25825110000005,435.25825110000005,435.25825110000005,435.25825110000005,436.2340772,436.29482729999995,k,k,1,0.8775462000000971,437.14091800000006,437.14091800000006,437.14091800000006,437.14091800000006,437.14091800000006,437.14091800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,10,118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,437.14091800000006,437.14091800000006,437.14091800000006,437.14091800000006,438.12774519999994,438.15842739999994,l,l,1,1.2410117999997965,439.3901642000001,439.3901642000001,439.3901642000001,439.3901642000001,439.3901642000001,439.3901642000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,11,119,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,439.3901642000001,439.3901642000001,439.3901642000001,439.3901642000001,440.36276399999997,440.4230616,l,l,1,0.8680646000000252,441.2623827,441.2623827,441.2623827,441.2623827,441.2623827,441.2623827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,12,120,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,441.2623827,441.2623827,441.2623827,441.2623827,442.2488615,442.27917890000003,k,k,1,0.9174683000001096,443.1856213000001,443.1856213000001,443.1856213000001,443.1856213000001,443.1856213000001,443.1856213000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,13,121,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,443.1856213000001,443.1856213000001,443.1856213000001,443.1856213000001,444.1731595000001,444.20405729999993,k,k,1,0.8471059000000878,445.0340906000001,445.0340906000001,445.0340906000001,445.0340906000001,445.0340906000001,445.0340906000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,14,122,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,445.0340906000001,445.0340906000001,445.0340906000001,445.0340906000001,446.01593419999995,446.0746101,l,l,1,1.0383833000000777,447.0736058,447.0736058,447.0736058,447.0736058,447.0736058,447.0736058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,15,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,447.0736058,447.0736058,447.0736058,447.0736058,448.05444349999993,448.11766080000007,l,l,1,0.739735200000041,448.81203260000007,448.81203260000007,448.81203260000007,448.81203260000007,448.81203260000007,448.81203260000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,16,124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,448.81203260000007,448.81203260000007,448.81203260000007,448.81203260000007,449.80639970000016,449.83724789999997,j,j,1,0.9048777999998947,450.7202052,450.7202052,450.7202052,450.7202052,450.7202052,450.7202052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,17,125,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,450.7202052,450.7202052,450.7202052,450.7202052,451.71713320000003,451.7538257000001,j,j,1,0.8081635000000915,452.53396640000005,452.53396640000005,452.53396640000005,452.53396640000005,452.53396640000005,452.53396640000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,0,126,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,452.53396640000005,452.53396640000005,452.53396640000005,452.53396640000005,453.52955010000005,453.56167040000014,l,,0,0.9283219999999801,454.44001920000005,454.44001920000005,454.44001920000005,455.4952962,455.4952962,455.4952962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,1,127,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,455.4952962,455.4952962,455.4952962,455.4952962,456.4770624,456.5463033000001,l,l,1,0.9721947000000455,457.46014549999995,457.46014549999995,457.46014549999995,457.46014549999995,457.46014549999995,457.46014549999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,2,128,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,457.46014549999995,457.46014549999995,457.46014549999995,457.46014549999995,458.43491029999996,458.499959,l,l,1,0.7177245999998831,459.18413310000005,459.18413310000005,459.18413310000005,459.18413310000005,459.18413310000005,459.18413310000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,3,129,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,459.18413310000005,459.18413310000005,459.18413310000005,459.18413310000005,460.1725586,460.21848780000005,j,j,1,0.9640679999999975,461.1475442000001,461.1475442000001,461.1475442000001,461.1475442000001,461.1475442000001,461.1475442000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,4,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,461.1475442000001,461.1475442000001,461.1475442000001,461.1475442000001,462.12321810000003,462.20037679999996,j,j,1,0.752897300000086,462.90083759999993,462.90083759999993,462.90083759999993,462.90083759999993,462.90083759999993,462.90083759999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,5,131,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,462.90083759999993,462.90083759999993,462.90083759999993,462.90083759999993,463.88205300000004,463.94274110000015,l,l,1,0.9451526000000285,464.84793360000003,464.84793360000003,464.84793360000003,464.84793360000003,464.84793360000003,464.84793360000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,6,132,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,464.84793360000003,464.84793360000003,464.84793360000003,464.84793360000003,465.837859,465.87313670000003,k,k,1,0.8561678000000938,466.70944299999996,466.70944299999996,466.70944299999996,466.70944299999996,466.70944299999996,466.70944299999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,7,133,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,466.70944299999996,466.70944299999996,466.70944299999996,466.70944299999996,467.68555620000006,467.74982320000004,j,j,1,0.9214535000000978,468.6348617000001,468.6348617000001,468.6348617000001,468.6348617000001,468.6348617000001,468.6348617000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,8,134,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,468.6348617000001,468.6348617000001,468.6348617000001,468.6348617000001,469.62118710000004,469.651574,k,k,1,0.8156509999998889,470.46006550000016,470.46006550000016,470.46006550000016,470.46006550000016,470.46006550000016,470.46006550000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,470.46006550000016,470.46006550000016,470.46006550000016,470.46006550000016,471.4396283000001,471.4991179000001,k,k,1,0.8977343999999903,472.3400294999999,472.3400294999999,472.3400294999999,472.3400294999999,472.3400294999999,472.3400294999999,,,,,,,,,,472.3400294999999,472.3400294999999,472.3400294999999,472.3400294999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,10,136,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,532.3791493000001,532.3791493000001,532.3791493000001,532.3791493000001,533.3708165,533.4020851000002,j,j,1,0.9665749999999207,534.3409604000001,534.3409604000001,534.3409604000001,534.3409604000001,534.3409604000001,534.3409604000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,11,137,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,534.3409604000001,534.3409604000001,534.3409604000001,534.3409604000001,535.3338191999999,535.3655873,j,j,1,0.7384541999999783,536.0850555,536.0850555,536.0850555,536.0850555,536.0850555,536.0850555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,12,138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,536.0850555,536.0850555,536.0850555,536.0850555,537.0710652,537.1006463000001,j,j,1,0.6789502000001448,537.7618298999998,537.7618298999998,537.7618298999998,537.7618298999998,537.7618298999998,537.7618298999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,13,139,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,537.7618298999998,537.7618298999998,537.7618298999998,537.7618298999998,538.7353045000002,538.7962848999998,l,l,1,0.874668400000246,539.6414047000001,539.6414047000001,539.6414047000001,539.6414047000001,539.6414047000001,539.6414047000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,14,140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,539.6414047000001,539.6414047000001,539.6414047000001,539.6414047000001,540.6383447999999,540.6688243000001,k,k,1,0.7257977000003848,541.3713602999999,541.3713602999999,541.3713602999999,541.3713602999999,541.3713602999999,541.3713602999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,15,141,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,541.3713602999999,541.3713602999999,541.3713602999999,541.3713602999999,542.3593849000001,542.3885591000001,l,l,1,0.9034833000000617,543.281107,543.281107,543.281107,543.281107,543.281107,543.281107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,16,142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,543.281107,543.281107,543.281107,543.281107,544.2545993000001,544.3170536999999,k,k,1,0.7469681000002311,545.0242660000001,545.0242660000001,545.0242660000001,545.0242660000001,545.0242660000001,545.0242660000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,17,143,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,545.0242660000001,545.0242660000001,545.0242660000001,545.0242660000001,546.0218130999999,546.0528222999999,k,k,1,0.8614265000001069,546.8895817999999,546.8895817999999,546.8895817999999,546.8895817999999,546.8895817999999,546.8895817999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,0,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,546.8895817999999,546.8895817999999,546.8895817999999,546.8895817999999,547.8605937999998,547.9231182000001,j,j,1,0.8233172999998715,548.7199892000001,548.7199892000001,548.7199892000001,548.7199892000001,548.7199892000001,548.7199892000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
