distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,204,204,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,782.4747138999955,k,k,1,0.8871797999890987,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,205,205,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,784.3618347999873,k,k,1,1.0316536000027554,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,206,206,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,786.4020960999915,None,None,1,1.5179257999989204,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,207,207,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,788.9221407000005,k,k,1,1.0550377999898046,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,208,208,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,790.9870999999985,None,None,1,1.5252804000047036,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,209,209,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,793.5096666999889,None,None,1,1.5185045999969589,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,210,210,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,796.0300405999878,k,k,1,1.0671568999969168,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,211,211,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,798.0998901999992,None,None,1,1.5150838999979896,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,212,212,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,800.6272860999889,None,None,1,1.5367453999933787,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,213,213,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,803.1589535999956,None,None,1,1.5113528999936534,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,214,214,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,805.677394399987,k,k,1,0.9020623999967938,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,215,215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,807.585147699996,None,None,1,1.5096809999959078,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,216,216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,810.0951607999887,None,None,1,1.5310871999972733,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,217,217,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,812.6264318999893,k,k,1,0.8546380999905523,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,218,218,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,814.4824958999961,k,k,1,1.0215005000063684,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,219,219,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,816.5078578999965,k,k,1,0.7913547000061953,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,220,220,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,818.3082323999988,k,k,1,0.9417935999954352,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,221,221,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,820.2463198999903,None,None,1,1.5190080000029411,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,222,222,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,822.7699738999945,k,k,1,0.9698710999946343,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,223,223,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,824.7490446999873,None,None,1,1.5159006999892881,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,224,224,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,827.265807799995,None,None,1,1.514793300011661,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,225,225,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,829.781968299998,None,None,1,1.5211243000085233,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,226,226,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,832.3100016999961,None,None,1,1.5289573000045493,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,227,227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,834.8400125999906,k,k,1,0.8918403999996372,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,228,228,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,836.7360550999874,k,k,1,0.8744600999925751,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,229,229,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,838.6094384999888,k,k,1,1.0661672999995062,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,230,230,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,840.6853177999874,None,None,1,1.5168866999883903,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,231,231,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,843.2013186999975,None,None,1,1.5165722999954596,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,232,232,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,845.7233456999966,None,None,1,1.5215919000038411,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,233,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,848.2459901999973,None,None,1,1.5251539000018965,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,850.7798843999917,None,None,1,1.5084194999944884,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,235,235,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,853.2862872999976,None,None,1,1.5228749999951106,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,236,236,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,855.8129778000002,None,None,1,1.5156294000044,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,237,237,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,858.3261937999923,None,None,1,1.5278154000116047,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,238,238,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,860.8565344999952,None,None,1,1.5167581999994582,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,239,239,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,863.3790953999996,None,None,1,1.511048500004108,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.8830247999867,865.8830247999867,865.8830247999867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.9252460999996,925.9252460999996,927.9040236000001,space,5.092010899999877,space,30.2550179999962,962.3502007999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005686000076821074,-0.3925925925925926,-0.06018518518518518,0,0,0,965.7500064999913,1,1,2,positive,positive,967.8149790999887,967.8149790999887,967.8149790999887,967.8149790999887,968.7952797999897,968.8549996999936,j,j,1,1.6148137999989558,970.4142368999892,970.4142368999892,970.4142368999892,971.45512649999,971.45512649999,971.45512649999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,971.45512649999,971.45512649999,971.45512649999,971.45512649999,972.441421399999,972.4831602999911,l,l,1,0.9917047000053572,973.4598179999884,973.4598179999884,973.4598179999884,973.4598179999884,973.4598179999884,973.4598179999884,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,973.4598179999884,973.4598179999884,973.4598179999884,973.4598179999884,974.4379350999952,974.5009128999955,l,l,1,0.897389399993699,975.3522511999909,975.3522511999909,975.3522511999909,975.3522511999909,975.3522511999909,975.3522511999909,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,975.3522511999909,975.3522511999909,975.3522511999909,975.3522511999909,976.3477030999929,976.3801785999967,k,k,1,0.8950728999916464,977.2495032999868,977.2495032999868,977.2495032999868,977.2495032999868,977.2495032999868,977.2495032999868,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,977.2495032999868,977.2495032999868,977.2495032999868,977.2495032999868,978.2245837999944,978.286878999992,j,j,1,0.9744042999955127,979.2303403999977,979.2303403999977,979.2303403999977,979.2303403999977,979.2303403999977,979.2303403999977,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,979.2303403999977,979.2303403999977,979.2303403999977,979.2303403999977,980.2058354999899,980.2683182999899,l,l,1,1.0584576000110246,981.2956793999911,981.2956793999911,981.2956793999911,981.2956793999911,981.2956793999911,981.2956793999911,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,981.2956793999911,981.2956793999911,981.2956793999911,981.2956793999911,982.2867038999975,982.3161197999871,k,k,1,0.8906797999952687,983.1864892999874,983.1864892999874,983.1864892999874,983.1864892999874,983.1864892999874,983.1864892999874,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,983.1864892999874,983.1864892999874,983.1864892999874,983.1864892999874,984.1783695999911,984.2083929999935,j,j,1,0.9816352000052575,985.1732275999966,985.1732275999966,985.1732275999966,985.1732275999966,985.1732275999966,985.1732275999966,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,985.1732275999966,985.1732275999966,985.1732275999966,985.1732275999966,986.1660152999975,986.2055747999984,k,k,1,0.7929794000083348,986.9680510999897,986.9680510999897,986.9680510999897,986.9680510999897,986.9680510999897,986.9680510999897,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,986.9680510999897,986.9680510999897,986.9680510999897,986.9680510999897,987.9549267999973,987.9862270999874,l,l,1,0.7443490000005113,988.7177167999907,988.7177167999907,988.7177167999907,988.7177167999907,988.7177167999907,988.7177167999907,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,17,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,988.7177167999907,988.7177167999907,988.7177167999907,988.7177167999907,989.7145717999956,989.7458759000001,j,j,1,0.9630906000093091,990.6825542999868,990.6825542999868,990.6825542999868,990.6825542999868,990.6825542999868,990.6825542999868,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,990.6825542999868,990.6825542999868,990.6825542999868,990.6825542999868,991.6622941999958,991.7308144999988,k,k,1,0.7308769000082975,992.4165866999974,992.4165866999974,992.4165866999974,992.4165866999974,992.4165866999974,992.4165866999974,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,992.4165866999974,992.4165866999974,992.4165866999974,992.4165866999974,993.400143699997,993.4328992999945,l,l,1,1.023159600008512,994.4417008999881,994.4417008999881,994.4417008999881,994.4417008999881,994.4417008999881,994.4417008999881,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,994.4417008999881,994.4417008999881,994.4417008999881,994.4417008999881,995.4211777999881,995.4848605999869,j,j,1,0.8076150000124471,996.2496427999868,996.2496427999868,996.2496427999868,996.2496427999868,996.2496427999868,996.2496427999868,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,996.2496427999868,996.2496427999868,996.2496427999868,996.2496427999868,997.2357194999931,997.2711995999998,l,l,1,0.8697794000036083,998.1214191999898,998.1214191999898,998.1214191999898,998.1214191999898,998.1214191999898,998.1214191999898,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
