target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,9,117,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,383.2813954999997,383.2813954999997,383.2813954999997,383.2813954999997,384.24788969999963,384.3139139,k,k,1,0.764469199999894,385.0429089999998,385.0429089999998,385.0429089999998,385.0429089999998,385.0429089999998,385.0429089999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,10,118,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,385.0429089999998,385.0429089999998,385.0429089999998,385.0429089999998,386.0172926,386.0824874,l,l,1,0.8940099000001283,386.9393879999998,386.9393879999998,386.9393879999998,386.9393879999998,386.9393879999998,386.9393879999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,11,119,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,386.9393879999998,386.9393879999998,386.9393879999998,386.9393879999998,387.9121768,387.98188630000004,l,j,0,0.9931013999998868,388.9096848999998,388.9096848999998,388.9096848999998,389.93878529999984,389.93878529999984,389.93878529999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,12,120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,389.93878529999984,389.93878529999984,389.93878529999984,389.93878529999984,390.9352087999996,390.96752049999986,l,j,0,1.3338123999997151,392.25442729999986,392.25442729999986,392.25442729999986,393.30165899999974,393.30165899999974,393.30165899999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,13,121,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,393.30165899999974,393.30165899999974,393.30165899999974,393.30165899999974,394.2810095,394.34518039999966,k,k,1,0.9425929999997607,395.2528904999999,395.2528904999999,395.2528904999999,395.2528904999999,395.2528904999999,395.2528904999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,14,122,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,395.2528904999999,395.2528904999999,395.2528904999999,395.2528904999999,396.2421698999997,396.2765537,j,j,1,0.9329938000000766,397.1972707,397.1972707,397.1972707,397.1972707,397.1972707,397.1972707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,15,123,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,397.1972707,397.1972707,397.1972707,397.1972707,398.19112909999967,398.2237743999999,l,l,1,1.492153899999721,399.68514430000005,399.68514430000005,399.68514430000005,399.68514430000005,399.68514430000005,399.68514430000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,16,124,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,399.68514430000005,399.68514430000005,399.68514430000005,399.68514430000005,400.6561511,400.7225089999997,l,l,1,1.3493032000001222,402.0416710999998,402.0416710999998,402.0416710999998,402.0416710999998,402.0416710999998,402.0416710999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,17,125,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,402.0416710999998,402.0416710999998,402.0416710999998,402.0416710999998,403.02253059999975,403.0857299999998,k,k,1,1.0492036000000553,404.09727269999985,404.09727269999985,404.09727269999985,404.09727269999985,404.09727269999985,404.09727269999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,0,126,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,404.09727269999985,404.09727269999985,404.09727269999985,404.09727269999985,405.0645532999997,405.13236389999975,j,j,1,1.5795149000000492,406.6539850999998,406.6539850999998,406.6539850999998,407.7182441,407.7182441,407.7182441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,1,127,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,407.7182441,407.7182441,407.7182441,407.7182441,408.6814486999997,408.74916559999974,j,j,1,1.0748168000000078,409.78545989999975,409.78545989999975,409.78545989999975,409.78545989999975,409.78545989999975,409.78545989999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,2,128,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,409.78545989999975,409.78545989999975,409.78545989999975,409.78545989999975,410.7606341999999,410.8292019999999,j,j,1,0.9348270000000412,411.72712209999963,411.72712209999963,411.72712209999963,411.72712209999963,411.72712209999963,411.72712209999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,3,129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,411.72712209999963,411.72712209999963,411.72712209999963,411.72712209999963,412.7114969999998,412.7447377999997,k,k,1,0.7512241999997968,413.4805416999998,413.4805416999998,413.4805416999998,413.4805416999998,413.4805416999998,413.4805416999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,4,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,413.4805416999998,413.4805416999998,413.4805416999998,413.4805416999998,414.48655489999965,414.5221604999997,l,l,1,0.883901700000024,415.36828239999977,415.36828239999977,415.36828239999977,415.36828239999977,415.36828239999977,415.36828239999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,5,131,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,415.36828239999977,415.36828239999977,415.36828239999977,415.36828239999977,416.3489591999996,416.4156988999998,l,l,1,0.7693360999996912,417.14013129999967,417.14013129999967,417.14013129999967,417.14013129999967,417.14013129999967,417.14013129999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,6,132,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,417.14013129999967,417.14013129999967,417.14013129999967,417.14013129999967,418.14436769999975,418.17945089999967,j,j,1,1.1305621999999858,419.27054759999965,419.27054759999965,419.27054759999965,419.27054759999965,419.27054759999965,419.27054759999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,7,133,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,419.27054759999965,419.27054759999965,419.27054759999965,419.27054759999965,420.26977959999977,420.30135870000004,k,k,1,0.836949900000036,421.1148833999996,421.1148833999996,421.1148833999996,421.1148833999996,421.1148833999996,421.1148833999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,8,134,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,421.1148833999996,421.1148833999996,421.1148833999996,421.1148833999996,422.0954606999999,422.1742344999998,k,k,1,1.9369249000001219,424.0284609,424.0284609,424.0284609,425.06999799999994,425.06999799999994,425.06999799999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,425.06999799999994,425.06999799999994,425.06999799999994,425.06999799999994,426.06651429999965,426.10828539999966,k,k,1,0.7591459000000214,426.8169681999998,426.8169681999998,426.8169681999998,426.8169681999998,426.8169681999998,426.8169681999998,,,,,,,,,426.8169681999998,426.8169681999998,426.8169681999998,426.8169681999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,10,136,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,486.83753849999994,486.83753849999994,486.83753849999994,486.83753849999994,487.84240550000004,487.8761695999997,k,k,1,1.5275062999999136,489.3361055999999,489.3361055999999,489.3361055999999,490.3732385999997,490.3732385999997,490.3732385999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,11,137,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,490.3732385999997,490.3732385999997,490.3732385999997,490.3732385999997,491.3531367999999,491.42094799999995,l,l,1,0.8677486999999928,492.2525813999996,492.2525813999996,492.2525813999996,492.2525813999996,492.2525813999996,492.2525813999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,12,138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,492.2525813999996,492.2525813999996,492.2525813999996,492.2525813999996,493.2488930999998,493.2822839999999,j,j,1,1.0948417999998128,494.34235209999997,494.34235209999997,494.34235209999997,494.34235209999997,494.34235209999997,494.34235209999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,13,139,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,494.34235209999997,494.34235209999997,494.34235209999997,494.34235209999997,495.338291,495.3772627999997,l,j,0,0.7537357000001066,496.0744030999999,496.0744030999999,496.0744030999999,497.1068888,497.1068888,497.1068888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,14,140,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,497.1068888,497.1068888,497.1068888,497.1068888,498.09725979999985,498.1303015999997,k,k,1,0.8710263000002669,498.98296619999974,498.98296619999974,498.98296619999974,498.98296619999974,498.98296619999974,498.98296619999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,15,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,498.98296619999974,498.98296619999974,498.98296619999974,498.98296619999974,499.9762255999999,500.00879829999985,j,j,1,1.258260699999937,501.2449124,501.2449124,501.2449124,501.2449124,501.2449124,501.2449124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,16,142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,501.2449124,501.2449124,501.2449124,501.2449124,502.2245048,502.29225559999986,l,l,1,1.0944822999999815,503.3431974,503.3431974,503.3431974,503.3431974,503.3431974,503.3431974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,17,143,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,503.3431974,503.3431974,503.3431974,503.3431974,504.34284449999996,504.3767915999997,l,l,1,1.1326985999999124,505.4806570999999,505.4806570999999,505.4806570999999,505.4806570999999,505.4806570999999,505.4806570999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,0,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,505.4806570999999,505.4806570999999,505.4806570999999,505.4806570999999,506.4492375,506.51243609999983,j,j,1,0.9971998000000895,507.47985709999966,507.47985709999966,507.47985709999966,507.47985709999966,507.47985709999966,507.47985709999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,1,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,507.47985709999966,507.47985709999966,507.47985709999966,507.47985709999966,508.45466689999967,508.5237860999996,l,l,1,1.3294385999997758,509.8139336999998,509.8139336999998,509.8139336999998,509.8139336999998,509.8139336999998,509.8139336999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,2,146,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,509.8139336999998,509.8139336999998,509.8139336999998,509.8139336999998,510.7939865999997,510.86474789999966,j,j,1,1.1867614000002504,511.99830029999976,511.99830029999976,511.99830029999976,511.99830029999976,511.99830029999976,511.99830029999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,3,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,511.99830029999976,511.99830029999976,511.99830029999976,511.99830029999976,512.9832665999998,513.0165330999998,k,k,1,0.6641732000002776,513.6685082999998,513.6685082999998,513.6685082999998,513.6685082999998,513.6685082999998,513.6685082999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,4,148,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,513.6685082999998,513.6685082999998,513.6685082999998,513.6685082999998,514.6570127999998,514.6899448999998,j,j,1,0.9220548999996936,515.5933458,515.5933458,515.5933458,515.5933458,515.5933458,515.5933458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,5,149,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,515.5933458,515.5933458,515.5933458,515.5933458,516.5864858999998,516.6185023999997,l,l,1,1.019519500000115,517.6185888999998,517.6185888999998,517.6185888999998,517.6185888999998,517.6185888999998,517.6185888999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,6,150,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,517.6185888999998,517.6185888999998,517.6185888999998,517.6185888999998,518.6081571999998,518.6492713999996,k,k,1,0.9129620999997314,519.5378489,519.5378489,519.5378489,519.5378489,519.5378489,519.5378489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,7,151,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,519.5378489,519.5378489,519.5378489,519.5378489,520.5249999999996,520.5574407999998,l,l,1,0.8800486000000092,521.4178331999997,521.4178331999997,521.4178331999997,521.4178331999997,521.4178331999997,521.4178331999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,8,152,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,521.4178331999997,521.4178331999997,521.4178331999997,521.4178331999997,522.4181306,522.4531309999998,l,l,1,0.8922065000001567,523.3221537,523.3221537,523.3221537,523.3221537,523.3221537,523.3221537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,9,153,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,523.3221537,523.3221537,523.3221537,523.3221537,524.3123935999997,524.3457451999998,l,l,1,0.8231832999999824,525.1420205999998,525.1420205999998,525.1420205999998,525.1420205999998,525.1420205999998,525.1420205999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,10,154,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,525.1420205999998,525.1420205999998,525.1420205999998,525.1420205999998,526.1142602999998,526.183978,l,l,1,0.7631823000001532,526.9066125999998,526.9066125999998,526.9066125999998,526.9066125999998,526.9066125999998,526.9066125999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,11,155,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,526.9066125999998,526.9066125999998,526.9066125999998,526.9066125999998,527.9001143999999,527.9366003,j,j,1,0.8166764000002331,528.7294911999998,528.7294911999998,528.7294911999998,528.7294911999998,528.7294911999998,528.7294911999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,12,156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,528.7294911999998,528.7294911999998,528.7294911999998,528.7294911999998,529.7281760999999,529.7627620999997,k,k,1,0.6571149999999761,530.3871907999996,530.3871907999996,530.3871907999996,530.3871907999996,530.3871907999996,530.3871907999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,13,157,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,530.3871907999996,530.3871907999996,530.3871907999996,530.3871907999996,531.3634256,531.4316765999997,k,k,1,0.8675477000001592,532.2587073999998,532.2587073999998,532.2587073999998,532.2587073999998,532.2587073999998,532.2587073999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,14,158,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,532.2587073999998,532.2587073999998,532.2587073999998,532.2587073999998,533.2467305999999,533.2798291999998,j,j,1,0.8629108000000087,534.1284899999996,534.1284899999996,534.1284899999996,534.1284899999996,534.1284899999996,534.1284899999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,15,159,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,534.1284899999996,534.1284899999996,534.1284899999996,534.1284899999996,535.1132159999997,535.1506568,k,k,1,0.8329420000000027,535.9617917,535.9617917,535.9617917,535.9617917,535.9617917,535.9617917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
