distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,206,206,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,920.2023179999999,None,None,1,1.5166067000000112,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,207,207,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,922.726836,None,None,1,1.5072787000001426,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,208,208,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,925.2369683,None,None,1,1.5315711000000647,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,209,209,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,927.7700009999999,k,k,1,1.1483666999999969,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,210,210,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,929.9247556,k,k,1,1.0054433999998764,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,211,211,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,931.9345586,None,None,1,1.5304777999999715,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,212,212,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,934.4643999,None,None,1,1.512707300000102,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,213,213,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,936.9782577999999,k,k,1,1.1119034999999258,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,214,214,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,939.0965209999999,k,k,1,1.0688159000001178,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,215,215,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,941.1675089,None,None,1,1.5250604000000294,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,216,216,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,943.6952747,k,k,1,0.9398697999999968,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,217,217,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,945.6444179999999,k,k,1,1.0792383000000427,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,218,218,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,947.7273000999999,None,None,1,1.5201383000000988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,219,219,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,950.2420064,k,k,1,1.3905448000000433,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,220,220,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,952.6433910999999,None,None,1,1.5184811999999965,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,221,221,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,955.1620702,None,None,1,1.5065002999999706,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,222,222,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,957.6731967999999,None,None,1,1.5109906000000137,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,223,223,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,960.1811164999999,None,None,1,1.5179188000001886,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,224,224,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,962.7052461000001,k,k,1,1.2253327999999328,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,225,225,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,964.9374310999999,None,None,1,1.5269177999998647,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,226,226,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,967.4583819,None,None,1,1.5118138000000272,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,227,227,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,969.9744665999999,None,None,1,1.5362916999999925,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,228,228,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,972.5284234000001,k,k,1,1.1787991000001057,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,229,229,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,974.7060294,None,None,1,1.5207924999999705,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,230,230,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,977.2276485,k,k,1,0.9649789999998575,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,231,231,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,979.1991912999999,None,None,1,1.5136226999998144,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,232,232,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,981.7108478999999,k,k,1,0.9904188999998951,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,233,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,983.7118415,None,None,1,1.5185584000000745,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,234,234,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,986.2322881,None,None,1,1.5287654999999631,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,235,235,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,988.7627232,k,k,1,0.9483060999998543,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,236,236,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,990.7194963,None,None,1,1.521631399999933,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,237,237,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,993.2385724000001,k,k,1,1.189121699999987,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,238,238,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,995.4338891,None,None,1,1.514364999999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,239,239,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,997.9465797999999,None,None,1,1.51452519999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.4577813999999,1000.4577813999999,1000.4577813999999,space,15.158048299999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.6695295,1015.6695295,1017.6460829999999,space,4.945956299999921,space,66.23175909999986,1087.917442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002105000000938162,0.1925925925925926,-0.16574074074074074,0,0,0,1091.5723323,1,1,2,positive,positive,1093.6507432,1093.6507432,1093.6507432,1093.6507432,1094.602476,1094.6673463,j,j,1,3.0053901999999653,1097.6314226,1097.6314226,1097.6314226,1098.6800008,1098.6800008,1098.6800008,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1098.6800008,1098.6800008,1098.6800008,1098.6800008,1099.6670276,1099.6970293,j,j,1,3.2543315999998867,1102.9135373,1102.9135373,1102.9135373,1103.9628688,1103.9628688,1103.9628688,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1103.9628688,1103.9628688,1103.9628688,1103.9628688,1104.9486562,1104.9771314,k,k,1,1.5306491999999707,1106.4644923,1106.4644923,1106.4644923,1107.4885805,1107.4885805,1107.4885805,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1107.4885805,1107.4885805,1107.4885805,1107.4885805,1108.4977013999999,1108.528165,j,j,1,1.4716329999998834,1109.9743703999998,1109.9743703999998,1109.9743703999998,1109.9743703999998,1109.9743703999998,1109.9743703999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1109.9743703999998,1109.9743703999998,1109.9743703999998,1109.9743703999998,1110.9381165,1111.0005667,k,k,1,1.6179227000002356,1112.5674614999998,1112.5674614999998,1112.5674614999998,1113.6124264999999,1113.6124264999999,1113.6124264999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1113.6124264999999,1113.6124264999999,1113.6124264999999,1113.6124264999999,1114.5811342000002,1114.6468145,l,l,1,2.375187499999811,1116.9592710000002,1116.9592710000002,1116.9592710000002,1118.0161919000002,1118.0161919000002,1118.0161919000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1118.0161919000002,1118.0161919000002,1118.0161919000002,1118.0161919000002,1118.9868673,1119.0535793,k,k,1,1.4377323999997316,1120.4442700999998,1120.4442700999998,1120.4442700999998,1120.4442700999998,1120.4442700999998,1120.4442700999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1120.4442700999998,1120.4442700999998,1120.4442700999998,1120.4442700999998,1121.4351216,1121.4655306,k,k,1,1.5459611999999652,1122.9630587000001,1122.9630587000001,1122.9630587000001,1123.9947091999998,1123.9947091999998,1123.9947091999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1123.9947091999998,1123.9947091999998,1123.9947091999998,1123.9947091999998,1124.9782833999998,1125.0078017,j,j,1,1.4737586000001102,1126.475687,1126.475687,1126.475687,1126.475687,1126.475687,1126.475687,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1126.475687,1126.475687,1126.475687,1126.475687,1127.4790736,1127.5109475,j,j,1,1.7423068000002786,1129.1955039,1129.1955039,1129.1955039,1130.2400512999998,1130.2400512999998,1130.2400512999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,8,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1130.2400512999998,1130.2400512999998,1130.2400512999998,1130.2400512999998,1131.226518,1131.2577958000002,j,j,1,1.3981440999996266,1132.6400371,1132.6400371,1132.6400371,1132.6400371,1132.6400371,1132.6400371,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1132.6400371,1132.6400371,1132.6400371,1132.6400371,1133.6200275,1133.6882851999999,k,k,1,1.4078650999999809,1135.0547602000001,1135.0547602000001,1135.0547602000001,1135.0547602000001,1135.0547602000001,1135.0547602000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,3,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1135.0547602000001,1135.0547602000001,1135.0547602000001,1135.0547602000001,1136.0384493000001,1136.0703961,l,l,1,1.5565735000000132,1137.5944061999999,1137.5944061999999,1137.5944061999999,1138.6279834000002,1138.6279834000002,1138.6279834000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1138.6279834000002,1138.6279834000002,1138.6279834000002,1138.6279834000002,1139.6049011,1139.6676636000002,l,l,1,2.519709799999873,1142.1231355,1142.1231355,1142.1231355,1143.1519448999998,1143.1519448999998,1143.1519448999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1143.1519448999998,1143.1519448999998,1143.1519448999998,1143.1519448999998,1144.1564434000002,1144.1874312,k,k,1,1.573782200000096,1145.7044388,1145.7044388,1145.7044388,1146.7433163,1146.7433163,1146.7433163,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1146.7433163,1146.7433163,1146.7433163,1146.7433163,1147.7338872,1147.7627373999999,l,l,1,1.3103793999998743,1149.059878,1149.059878,1149.059878,1149.059878,1149.059878,1149.059878,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
