target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,para_mouse.clicked_name,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,12,120,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,608.1292746999998,608.1292746999998,608.1292746999998,608.1292746999998,609.1250642999998,609.1572252000001,j,j,1,2.450861199999963,611.5627086999998,611.5627086999998,611.5627086999998,612.6079626999999,612.6079626999999,612.6079626999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,13,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,612.6079626999999,612.6079626999999,612.6079626999999,612.6079626999999,613.5989811,613.6311820999999,j,j,1,1.8109145999997054,615.3913284,615.3913284,615.3913284,616.4428819999998,616.4428819999998,616.4428819999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,14,122,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,616.4428819999998,616.4428819999998,616.4428819999998,616.4428819999998,617.4306943000001,617.4628251999998,l,l,1,1.1915605999997751,618.6363553000001,618.6363553000001,618.6363553000001,618.6363553000001,618.6363553000001,618.6363553000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,15,123,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,618.6363553000001,618.6363553000001,618.6363553000001,618.6363553000001,619.6304273999999,619.6631696999998,l,l,1,1.1254777999997714,620.7641880000001,620.7641880000001,620.7641880000001,620.7641880000001,620.7641880000001,620.7641880000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,16,124,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,620.7641880000001,620.7641880000001,620.7641880000001,620.7641880000001,621.7581775999997,621.7957081999998,j,j,1,1.228742499999953,623.0029304999998,623.0029304999998,623.0029304999998,623.0029304999998,623.0029304999998,623.0029304999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,17,125,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,623.0029304999998,623.0029304999998,623.0029304999998,623.0029304999998,623.9908842999998,624.0227351999997,j,j,1,1.7821146999999655,625.7656336999999,625.7656336999999,625.7656336999999,626.8155388999999,626.8155388999999,626.8155388999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,0,126,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,626.8155388999999,626.8155388999999,626.8155388999999,626.8155388999999,627.799986,627.8306502999999,j,j,1,1.7602483999999095,629.5563557,629.5563557,629.5563557,630.5981886,630.5981886,630.5981886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,1,127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,630.5981886,630.5981886,630.5981886,630.5981886,631.5946273999998,631.6311717999997,k,k,1,1.4791251999999986,633.0839786000001,633.0839786000001,633.0839786000001,633.0839786000001,633.0839786000001,633.0839786000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,2,128,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,633.0839786000001,633.0839786000001,633.0839786000001,633.0839786000001,634.0694373000001,634.1048028999999,k,k,1,1.4182514999997693,635.5061323,635.5061323,635.5061323,635.5061323,635.5061323,635.5061323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,3,129,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,635.5061323,635.5061323,635.5061323,635.5061323,636.4912630999997,636.5251671000001,l,l,1,2.30919460000041,638.7987988,638.7987988,638.7987988,639.8293479999998,639.8293479999998,639.8293479999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,4,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,639.8293479999998,639.8293479999998,639.8293479999998,639.8293479999998,640.8269964000001,640.8573674999998,k,k,1,1.3934358999999858,642.2313187,642.2313187,642.2313187,642.2313187,642.2313187,642.2313187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,5,131,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,642.2313187,642.2313187,642.2313187,642.2313187,643.2115868999999,643.2868045999999,l,l,1,6.781939599999987,649.9861661,649.9861661,649.9861661,651.0295442000001,651.0295442000001,651.0295442000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,6,132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,651.0295442000001,651.0295442000001,651.0295442000001,651.0295442000001,652.0248624000001,652.057511,k,k,1,1.3275849000001472,653.3666082,653.3666082,653.3666082,653.3666082,653.3666082,653.3666082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,7,133,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,653.3666082,653.3666082,653.3666082,653.3666082,654.3516654999999,654.3875837999999,j,j,1,1.3913650000004054,655.7616198999999,655.7616198999999,655.7616198999999,655.7616198999999,655.7616198999999,655.7616198999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,8,134,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,655.7616198999999,655.7616198999999,655.7616198999999,655.7616198999999,656.7409426999998,656.8025339000001,j,j,1,1.0404191000002356,657.8047329999999,657.8047329999999,657.8047329999999,657.8047329999999,657.8047329999999,657.8047329999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,657.8047329999999,657.8047329999999,657.8047329999999,657.8047329999999,658.8008495999998,658.8322002,l,j,0,2.29894749999994,661.0838091,661.0838091,661.0838091,662.1002296000001,662.1002296000001,662.1002296000001,,,,,,,,,,662.1002296000001,662.1002296000001,662.1002296000001,662.1002296000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,9,135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,10,136,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,722.1372120999999,722.1372120999999,722.1372120999999,722.1372120999999,723.1175509,723.1810369999998,k,k,1,8.279656499999874,731.3931686000001,731.3931686000001,731.3931686000001,732.4388607000001,732.4388607000001,732.4388607000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,11,137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,732.4388607000001,732.4388607000001,732.4388607000001,732.4388607000001,733.4240724000001,733.4593105999998,l,l,1,1.238571999999749,734.6813038,734.6813038,734.6813038,734.6813038,734.6813038,734.6813038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,12,138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,734.6813038,734.6813038,734.6813038,734.6813038,735.6712042999998,735.7014601999999,j,j,1,1.7163802999998552,737.3728299999998,737.3728299999998,737.3728299999998,738.3981266000001,738.3981266000001,738.3981266000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,13,139,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,738.3981266000001,738.3981266000001,738.3981266000001,738.3981266000001,739.3777251000001,739.4375624999998,l,l,1,1.5181149000000005,740.8939442000001,740.8939442000001,740.8939442000001,741.9365414999997,741.9365414999997,741.9365414999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,7,14,140,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,741.9365414999997,741.9365414999997,741.9365414999997,741.9365414999997,742.9272169999999,742.9587622999998,k,k,1,1.1408927000002222,744.0921709999998,744.0921709999998,744.0921709999998,744.0921709999998,744.0921709999998,744.0921709999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,15,141,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,744.0921709999998,744.0921709999998,744.0921709999998,744.0921709999998,745.0757533999999,745.1134011999998,j,j,1,1.3552746000000297,746.4539341999998,746.4539341999998,746.4539341999998,746.4539341999998,746.4539341999998,746.4539341999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,7,16,142,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,746.4539341999998,746.4539341999998,746.4539341999998,746.4539341999998,747.4358032999999,747.4992287999999,l,l,1,1.0095446999998785,748.4616452999999,748.4616452999999,748.4616452999999,748.4616452999999,748.4616452999999,748.4616452999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,7,17,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,748.4616452999999,748.4616452999999,748.4616452999999,748.4616452999999,749.4542539999998,749.4856709000001,j,j,1,0.9340025999999853,750.4023852999999,750.4023852999999,750.4023852999999,750.4023852999999,750.4023852999999,750.4023852999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,0,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,750.4023852999999,750.4023852999999,750.4023852999999,750.4023852999999,751.4014400000001,751.4328104000001,k,k,1,0.9204177999999956,752.3256118999998,752.3256118999998,752.3256118999998,752.3256118999998,752.3256118999998,752.3256118999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,1,145,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,752.3256118999998,752.3256118999998,752.3256118999998,752.3256118999998,753.2998738000001,753.3637521,k,k,1,1.0837734000001547,754.41491,754.41491,754.41491,754.41491,754.41491,754.41491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,2,146,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,754.41491,754.41491,754.41491,754.41491,755.4052194000001,755.4366709000001,k,k,1,0.9644124000001284,756.3830973999998,756.3830973999998,756.3830973999998,756.3830973999998,756.3830973999998,756.3830973999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,3,147,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,756.3830973999998,756.3830973999998,756.3830973999998,756.3830973999998,757.3718113,757.4040983,l,l,1,0.8248336000001473,758.2141892,758.2141892,758.2141892,758.2141892,758.2141892,758.2141892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,4,148,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,758.2141892,758.2141892,758.2141892,758.2141892,759.1863149000001,759.2464529999997,k,k,1,0.9716591999999764,760.1861175999998,760.1861175999998,760.1861175999998,760.1861175999998,760.1861175999998,760.1861175999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,5,149,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,760.1861175999998,760.1861175999998,760.1861175999998,760.1861175999998,761.1744709,761.2039322,j,j,1,0.9092955999999504,762.0983575,762.0983575,762.0983575,762.0983575,762.0983575,762.0983575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,6,150,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,762.0983575,762.0983575,762.0983575,762.0983575,763.0958400999998,763.1291252000001,l,l,1,1.0095213999998123,764.1107652999999,764.1107652999999,764.1107652999999,764.1107652999999,764.1107652999999,764.1107652999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,7,151,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,764.1107652999999,764.1107652999999,764.1107652999999,764.1107652999999,765.1022957999999,765.1318284999998,l,l,1,0.960310799999661,766.0744011000002,766.0744011000002,766.0744011000002,766.0744011000002,766.0744011000002,766.0744011000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,8,152,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,766.0744011000002,766.0744011000002,766.0744011000002,766.0744011000002,767.0514757999999,767.1124771999998,j,j,1,1.0452751000002536,768.12021,768.12021,768.12021,768.12021,768.12021,768.12021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,9,153,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,768.12021,768.12021,768.12021,768.12021,769.0897145999998,769.1572934999999,l,l,1,0.8679533999998057,769.9941973999998,769.9941973999998,769.9941973999998,769.9941973999998,769.9941973999998,769.9941973999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,10,154,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,769.9941973999998,769.9941973999998,769.9941973999998,769.9941973999998,770.9815487000001,771.0120504000001,j,j,1,1.0579757000000427,772.0541359999997,772.0541359999997,772.0541359999997,772.0541359999997,772.0541359999997,772.0541359999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,11,155,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,772.0541359999997,772.0541359999997,772.0541359999997,772.0541359999997,773.051003,773.0822994999999,j,j,1,1.1944857999997112,774.2510652000001,774.2510652000001,774.2510652000001,774.2510652000001,774.2510652000001,774.2510652000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,12,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,774.2510652000001,774.2510652000001,774.2510652000001,774.2510652000001,775.2225819999999,775.2843975999999,j,j,1,0.9552398000000721,776.2076954999998,776.2076954999998,776.2076954999998,776.2076954999998,776.2076954999998,776.2076954999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,8,13,157,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,776.2076954999998,776.2076954999998,776.2076954999998,776.2076954999998,777.1888940999997,777.2506736,j,j,1,0.7856566000000385,777.9975399999998,777.9975399999998,777.9975399999998,777.9975399999998,777.9975399999998,777.9975399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,14,158,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,777.9975399999998,777.9975399999998,777.9975399999998,777.9975399999998,778.9685592000001,779.0295725000001,k,k,1,1.043448299999909,780.0461283999998,780.0461283999998,780.0461283999998,780.0461283999998,780.0461283999998,780.0461283999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,15,159,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,780.0461283999998,780.0461283999998,780.0461283999998,780.0461283999998,781.043255,781.079369,l,l,1,1.0251507000002675,782.072236,782.072236,782.072236,782.072236,782.072236,782.072236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,8,16,160,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,782.072236,782.072236,782.072236,782.072236,783.0581251999997,783.0893599999999,l,l,1,0.9828883999998652,784.054431,784.054431,784.054431,784.054431,784.054431,784.054431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,8,17,161,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,784.054431,784.054431,784.054431,784.054431,785.0355197999997,785.0951595000001,k,k,1,1.0175665000001572,786.079221,786.079221,786.079221,786.079221,786.079221,786.079221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
